# device,NVIDIA GB10,cc,12.1,SMs,48,L2_bytes,25165824,cold_mult,4,torch,2.13.0+cu130,backend,native,cuda_graph,True,rounds,3,peak_alloc_GiB,1.475
shape,k,n,m,arm,bits,variant,n_rot,graph_calls,us_median,us_r1,us_r2,us_r3,bytes_per_call,gbs,ratio_vs_bf16_linear,calls_per_step,note
b_proj replicated,4096,128,64,exl3,6,coldA,96,384,11.739,11.451,13.240,11.739,942336,80.3,1.4038,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,6,coldB,384,384,11.433,11.423,13.641,11.433,942336,82.4,1.4535,0,64 -> 128 pad if replicated
kv_b_proj replicated,512,32768,1,bf16_linear,16,warm,1,200,131.655,131.655,130.260,132.244,33620992,255.4,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,bf16_linear,16,coldA,3,200,131.230,134.666,131.217,131.230,33620992,256.2,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,bf16_linear,16,coldB,12,200,132.004,131.893,132.011,132.004,33620992,254.7,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_linear,16,warm,1,200,136.610,136.934,136.610,135.174,34086912,249.5,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_linear,16,coldA,3,200,136.403,136.913,136.403,136.309,34086912,249.9,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_linear,16,coldB,12,200,139.326,139.886,139.326,139.181,34086912,244.7,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_linear,16,warm,1,200,156.488,156.488,160.547,153.721,37814272,241.6,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_linear,16,coldA,3,200,155.045,155.045,153.010,157.615,37814272,243.9,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_linear,16,coldB,12,200,154.092,154.092,157.763,152.725,37814272,245.4,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,bf16_matmul,16,warm,1,200,138.392,138.462,138.392,138.387,33620992,242.9,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,bf16_matmul,16,coldA,3,200,139.024,138.984,139.337,139.024,33620992,241.8,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,bf16_matmul,16,coldB,12,200,137.722,138.830,137.722,137.632,33620992,244.1,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_matmul,16,warm,1,200,293.149,293.201,292.987,293.149,34086912,116.3,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_matmul,16,coldA,3,200,281.018,281.647,281.018,280.671,34086912,121.3,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,bf16_matmul,16,coldB,12,200,270.541,270.541,271.213,270.473,34086912,126.0,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_matmul,16,warm,1,200,158.461,158.396,158.461,161.855,37814272,238.6,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_matmul,16,coldA,3,200,158.384,161.778,158.384,158.332,37814272,238.8,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,bf16_matmul,16,coldB,12,200,157.771,157.702,157.789,157.771,37814272,239.7,,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,4,warm,1,200,16.883,16.882,16.895,16.883,8521728,504.8,0.1282,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,4,coldA,3,200,29.508,30.145,29.508,27.889,8521728,288.8,0.2249,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,4,coldB,12,200,40.584,41.882,38.462,40.584,8521728,210.0,0.3074,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,4,warm,1,200,17.644,17.653,17.644,17.642,8987648,509.4,0.1292,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,4,coldA,3,200,28.977,28.350,31.661,28.977,8987648,310.2,0.2124,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,4,coldB,12,200,40.564,40.936,40.564,38.573,8987648,221.6,0.2911,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,4,warm,1,200,42.355,42.138,44.007,42.355,12715008,300.2,0.2707,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,4,coldA,3,200,51.524,51.463,54.638,51.524,12715008,246.8,0.3323,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,4,coldB,12,200,59.846,59.846,56.720,59.930,12715008,212.5,0.3884,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,5,warm,1,200,19.856,21.619,19.851,19.856,10618880,534.8,0.1508,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,5,coldA,3,200,42.156,43.311,40.527,42.156,10618880,251.9,0.3212,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,5,coldB,12,200,44.752,44.752,49.000,44.679,10618880,237.3,0.3390,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,5,warm,1,200,20.706,20.706,20.713,20.700,11084800,535.3,0.1516,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,5,coldA,3,200,42.249,42.660,41.884,42.249,11084800,262.4,0.3097,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,5,coldB,12,200,45.078,45.072,45.137,45.078,11084800,245.9,0.3235,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,5,warm,1,200,44.098,43.919,46.003,44.098,14812160,335.9,0.2818,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,5,coldA,3,200,54.169,54.119,57.808,54.169,14812160,273.4,0.3494,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,5,coldB,12,200,58.023,58.240,54.201,58.023,14812160,255.3,0.3765,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,6,warm,1,200,20.168,21.794,20.168,20.130,12716032,630.5,0.1532,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,6,coldA,3,200,54.055,54.055,54.298,53.704,12716032,235.2,0.4119,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,1,exl3,6,coldB,12,200,52.672,53.352,52.558,52.672,12716032,241.4,0.3990,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,6,warm,1,200,20.928,20.928,20.910,20.945,13181952,629.9,0.1532,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,6,coldA,3,200,55.204,55.204,55.796,55.069,13181952,238.8,0.4047,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,8,exl3,6,coldB,12,200,53.464,53.464,57.122,53.040,13181952,246.6,0.3837,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,6,warm,1,200,44.797,45.640,44.515,44.797,16909312,377.5,0.2863,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,6,coldA,3,200,63.167,66.884,63.138,63.167,16909312,267.7,0.4074,11,kernel would be needed (per-head batched)
kv_b_proj replicated,512,32768,64,exl3,6,coldB,12,200,64.669,64.669,62.457,65.422,16909312,261.5,0.4197,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_linear,16,warm,1,200,11.334,12.263,11.334,11.323,11557888,1019.8,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_linear,16,coldA,9,200,48.447,49.851,48.447,46.591,11557888,238.6,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_linear,16,coldB,35,200,48.737,49.241,48.737,46.876,11557888,237.1,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_linear,16,warm,1,200,12.241,12.262,12.235,12.241,11722752,957.7,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_linear,16,coldA,9,200,48.372,48.648,48.372,46.492,11722752,242.3,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_linear,16,coldB,35,200,47.442,47.442,50.055,47.414,11722752,247.1,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_linear,16,warm,1,200,27.182,27.163,27.182,28.096,13041664,479.8,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_linear,16,coldA,9,200,50.774,50.774,51.186,48.757,13041664,256.9,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_linear,16,coldB,35,200,49.333,50.196,49.333,47.518,13041664,264.4,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_matmul,16,warm,1,200,15.136,15.136,15.116,15.422,11557888,763.6,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_matmul,16,coldA,9,200,78.014,79.824,78.014,76.676,11557888,148.2,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,bf16_matmul,16,coldB,35,200,75.695,75.695,75.754,75.667,11557888,152.7,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_matmul,16,warm,1,200,17.715,17.728,17.715,17.715,11722752,661.7,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_matmul,16,coldA,9,200,49.210,49.210,53.319,49.144,11722752,238.2,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,bf16_matmul,16,coldB,35,200,49.299,49.198,49.299,49.314,11722752,237.8,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_matmul,16,warm,1,200,17.803,17.803,18.153,17.213,13041664,732.5,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_matmul,16,coldA,9,200,51.987,52.384,51.987,50.306,13041664,250.9,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,bf16_matmul,16,coldB,35,200,49.796,49.796,49.811,49.652,13041664,261.9,,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,4,warm,1,200,8.664,8.664,8.814,8.164,2930688,338.3,0.7644,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,4,coldA,9,200,11.947,11.932,11.947,12.011,2930688,245.3,0.2466,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,4,coldB,35,200,16.389,16.389,16.430,16.359,2930688,178.8,0.3363,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,4,warm,1,200,8.345,8.345,8.351,8.331,3095552,371.0,0.6817,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,4,coldA,9,200,12.082,12.107,12.055,12.082,3095552,256.2,0.2498,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,4,coldB,35,200,16.579,16.616,16.562,16.579,3095552,186.7,0.3495,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,4,warm,1,200,16.492,17.773,16.492,16.489,4414464,267.7,0.6067,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,4,coldA,9,200,18.156,18.156,18.150,18.385,4414464,243.1,0.3576,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,4,coldB,35,200,20.968,23.686,20.968,20.766,4414464,210.5,0.4250,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,5,warm,1,200,9.563,8.954,9.969,9.563,3651584,381.9,0.8437,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,5,coldA,9,200,18.513,19.569,18.513,16.957,3651584,197.2,0.3821,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,5,coldB,35,200,19.058,18.979,19.058,19.329,3651584,191.6,0.3910,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,5,warm,1,200,9.363,9.362,9.363,10.274,3816448,407.6,0.7649,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,5,coldA,9,200,17.409,17.409,17.427,17.340,3816448,219.2,0.3599,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,5,coldB,35,200,19.180,19.179,19.225,19.180,3816448,199.0,0.4043,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,5,warm,1,200,21.331,22.517,21.331,21.282,5135360,240.7,0.7848,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,5,coldA,9,200,28.115,28.115,30.373,27.717,5135360,182.7,0.5537,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,5,coldB,35,200,29.590,29.590,30.401,28.777,5135360,173.6,0.5998,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,6,warm,1,200,9.532,10.182,9.532,9.102,4372480,458.7,0.8410,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,6,coldA,9,200,21.514,21.491,21.514,21.527,4372480,203.2,0.4441,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,1,exl3,6,coldB,35,200,21.516,21.516,21.576,21.499,4372480,203.2,0.4415,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,6,warm,1,200,9.468,9.488,9.462,9.468,4537344,479.3,0.7734,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,6,coldA,9,200,21.679,21.679,21.741,21.660,4537344,209.3,0.4482,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,8,exl3,6,coldB,35,200,23.370,24.197,23.370,21.750,4537344,194.2,0.4926,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,6,warm,1,200,17.213,17.213,17.234,17.206,5856256,340.2,0.6333,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,6,coldA,9,200,25.767,26.095,25.601,25.767,5856256,227.3,0.5075,11,kernel would be needed (per-head batched)
kv_b_proj TP3 22head,512,11264,64,exl3,6,coldB,35,200,25.736,27.150,25.736,25.714,5856256,227.6,0.5217,11,kernel would be needed (per-head batched)
CTRL 4096x4096,4096,4096,1,bf16_linear,16,warm,1,200,164.731,165.210,164.731,164.710,33570816,203.8,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,bf16_linear,16,coldA,3,200,183.986,183.986,183.837,184.012,33570816,182.5,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,bf16_linear,16,coldB,12,200,185.740,185.740,185.776,185.739,33570816,180.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_linear,16,warm,1,200,121.327,121.264,121.365,121.327,33685504,277.6,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_linear,16,coldA,3,200,139.523,139.523,139.490,139.728,33685504,241.4,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_linear,16,coldB,12,200,144.463,144.858,144.329,144.463,33685504,233.2,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_linear,16,warm,1,200,129.960,133.855,129.856,129.960,34603008,266.3,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_linear,16,coldA,3,200,145.980,146.244,145.980,145.945,34603008,237.0,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_linear,16,coldB,12,200,153.285,152.662,153.285,153.811,34603008,225.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,bf16_matmul,16,warm,1,200,136.386,136.386,136.343,140.997,33570816,246.1,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,bf16_matmul,16,coldA,3,200,138.744,139.801,138.744,138.581,33570816,242.0,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,bf16_matmul,16,coldB,12,200,138.928,138.911,139.018,138.928,33570816,241.6,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_matmul,16,warm,1,200,133.843,133.262,136.990,133.843,33685504,251.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_matmul,16,coldA,3,200,134.380,134.300,134.380,135.196,33685504,250.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,bf16_matmul,16,coldB,12,200,135.244,135.244,135.345,135.205,33685504,249.1,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_matmul,16,warm,1,200,135.241,135.241,135.336,135.205,34603008,255.9,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_matmul,16,coldA,3,200,134.786,134.786,134.810,134.648,34603008,256.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,bf16_matmul,16,coldB,12,200,134.588,134.663,134.522,134.588,34603008,257.1,,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,4,warm,1,200,17.069,17.056,17.069,17.079,8421376,493.4,0.1036,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,4,coldA,3,200,29.551,33.570,29.551,29.527,8421376,285.0,0.1606,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,4,coldB,12,200,40.026,40.026,38.632,42.135,8421376,210.4,0.2155,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,4,warm,1,200,17.440,17.434,17.440,18.351,8536064,489.5,0.1437,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,4,coldA,3,200,32.836,32.836,31.012,33.081,8536064,260.0,0.2353,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,4,coldB,12,200,39.312,38.536,42.059,39.312,8536064,217.1,0.2721,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,4,warm,1,200,38.025,37.888,38.025,39.610,9453568,248.6,0.2926,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,4,coldA,3,200,41.636,42.182,41.636,40.128,9453568,227.1,0.2852,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,4,coldB,12,200,46.274,46.274,47.077,46.259,9453568,204.3,0.3019,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,5,warm,1,200,19.493,19.466,19.493,19.550,10518528,539.6,0.1183,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,5,coldA,3,200,41.614,40.516,42.089,41.614,10518528,252.8,0.2262,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,5,coldB,12,200,45.912,49.663,45.884,45.912,10518528,229.1,0.2472,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,5,warm,1,200,20.431,20.348,20.431,23.646,10633216,520.4,0.1684,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,5,coldA,3,200,40.675,40.086,43.421,40.675,10633216,261.4,0.2915,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,5,coldB,12,200,48.056,47.842,48.404,48.056,10633216,221.3,0.3327,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,5,warm,1,200,43.288,42.854,45.375,43.288,11550720,266.8,0.3331,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,5,coldA,3,200,58.828,58.828,61.264,57.686,11550720,196.3,0.4030,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,5,coldB,12,200,62.574,63.829,62.089,62.574,11550720,184.6,0.4082,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,6,warm,1,200,19.479,19.479,19.459,19.564,12615680,647.6,0.1182,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,6,coldA,3,200,54.416,54.536,54.381,54.416,12615680,231.8,0.2958,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,1,exl3,6,coldB,12,200,53.602,53.602,53.613,53.569,12615680,235.4,0.2886,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,6,warm,1,200,19.885,19.882,19.885,21.037,12730368,640.2,0.1639,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,6,coldA,3,200,56.632,57.065,56.632,54.623,12730368,224.8,0.4059,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,8,exl3,6,coldB,12,200,56.192,57.583,56.192,55.824,12730368,226.6,0.3890,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,6,warm,1,200,43.075,42.969,45.148,43.075,13647872,316.8,0.3315,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,6,coldA,3,200,67.854,70.492,67.854,67.469,13647872,201.1,0.4648,0,cuda-exl3 issue #5 control shape
CTRL 4096x4096,4096,4096,64,exl3,6,coldB,12,200,66.687,69.217,66.687,66.144,13647872,204.7,0.4351,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_linear,16,warm,1,200,484.610,484.395,485.210,484.610,90207744,186.1,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_linear,16,coldA,2,200,484.376,484.376,484.941,483.914,90207744,186.2,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_linear,16,coldB,5,200,485.522,485.395,486.418,485.522,90207744,185.8,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_linear,16,warm,1,200,371.686,371.394,372.350,371.686,90419200,243.3,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_linear,16,coldA,2,200,372.619,373.017,372.056,372.619,90419200,242.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_linear,16,coldB,5,200,376.965,376.643,378.387,376.965,90419200,239.9,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_linear,16,warm,1,200,376.656,376.656,381.077,373.929,92110848,244.5,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_linear,16,coldA,2,200,378.174,380.840,378.174,376.904,92110848,243.6,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_linear,16,coldB,5,200,383.416,382.557,383.416,387.059,92110848,240.2,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_matmul,16,warm,1,200,366.620,366.620,366.675,366.584,90207744,246.1,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_matmul,16,coldA,2,200,368.978,369.045,368.978,368.956,90207744,244.5,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,bf16_matmul,16,coldB,5,200,368.721,369.825,368.671,368.721,90207744,244.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_matmul,16,warm,1,200,348.161,347.943,348.161,349.119,90419200,259.7,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_matmul,16,coldA,2,200,348.509,348.509,348.942,348.383,90419200,259.4,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,bf16_matmul,16,coldB,5,200,348.035,348.104,348.035,348.015,90419200,259.8,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_matmul,16,warm,1,200,375.433,378.537,375.281,375.433,92110848,245.3,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_matmul,16,coldA,2,200,375.696,375.724,375.696,375.271,92110848,245.2,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,bf16_matmul,16,coldB,5,200,375.680,375.680,375.650,375.712,92110848,245.2,,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,4,warm,1,200,44.885,44.455,44.885,48.488,22604800,503.6,0.0926,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,4,coldA,2,200,100.790,103.464,100.790,97.729,22604800,224.3,0.2081,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,4,coldB,5,200,94.741,94.796,94.729,94.741,22604800,238.6,0.1951,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,4,warm,1,200,49.461,49.461,45.344,49.512,22816256,461.3,0.1331,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,4,coldA,2,200,98.055,98.083,98.008,98.055,22816256,232.7,0.2632,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,4,coldB,5,200,95.880,101.428,95.880,95.748,22816256,238.0,0.2543,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,4,warm,1,200,93.792,96.949,93.792,93.755,24507904,261.3,0.2490,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,4,coldA,2,200,110.363,110.646,107.268,110.363,24507904,222.1,0.2918,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,4,coldB,5,200,112.207,113.015,112.207,111.508,24507904,218.4,0.2926,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,5,warm,1,200,92.178,95.185,92.178,91.302,28240896,306.4,0.1902,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,5,coldA,2,200,119.323,124.437,119.323,119.308,28240896,236.7,0.2463,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,1,exl3,5,coldB,5,200,118.441,119.104,118.441,117.053,28240896,238.4,0.2439,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,5,warm,1,200,94.105,94.105,94.222,93.804,28452352,302.3,0.2532,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,5,coldA,2,200,120.028,120.024,121.080,120.028,28452352,237.0,0.3221,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,8,exl3,5,coldB,5,200,117.720,117.720,117.892,117.691,28452352,241.7,0.3123,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,5,warm,1,200,116.781,116.809,112.803,116.781,30144000,258.1,0.3100,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,5,coldA,2,200,135.007,135.007,137.730,134.259,30144000,223.3,0.3570,0,cuda-exl3 issue #5 control shape
CTRL 4096x11008,4096,11008,64,exl3,5,coldB,5,200,135.617,135.256,135.617,138.839,30144000,222.3,0.3537,0,cuda-exl3 issue #5 control shape
